Country Name,Country Code,Year,"average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)",average_value_Adjusted savings: carbon dioxide damage (% of GNI),average_value_Adjusted savings: carbon dioxide damage (current US$),average_value_Adjusted savings: consumption of fixed capital (% of GNI),average_value_Adjusted savings: consumption of fixed capital (current US$),average_value_Adjusted savings: education expenditure (% of GNI),average_value_Adjusted savings: education expenditure (current US$),average_value_Adjusted savings: energy depletion (% of GNI),average_value_Adjusted savings: energy depletion (current US$),average_value_Adjusted savings: gross savings (% of GNI),average_value_Adjusted savings: mineral depletion (% of GNI),average_value_Adjusted savings: mineral depletion (current US$),average_value_Adjusted savings: net forest depletion (% of GNI),average_value_Adjusted savings: net forest depletion (current US$),average_value_Adjusted savings: net national savings (% of GNI),average_value_Adjusted savings: net national savings (current US$),average_value_Agricultural methane emissions (% of total),average_value_Agricultural nitrous oxide emissions (% of total),average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Aquaculture production (metric tons),"average_value_Bird species, threatened",average_value_Capture fisheries production (metric tons),average_value_Coal rents (% of GDP),average_value_Energy related methane emissions (% of total),"average_value_Fish species, threatened",average_value_Forest rents (% of GDP),"average_value_Mammal species, threatened",average_value_Marine protected areas (% of territorial waters),average_value_Methane emissions (% change from 1990),average_value_Methane emissions (kt of CO2 equivalent),average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Mineral rents (% of GDP),average_value_Natural gas rents (% of GDP),average_value_Nitrous oxide emissions (% change from 1990),average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent),average_value_Nitrous oxide emissions in energy sector (% of total),average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),average_value_Oil rents (% of GDP),average_value_People practicing open defecation (% of population),average_value_People using at least basic drinking water services (% of population),average_value_People using at least basic sanitation services (% of population),"average_value_Plant species (higher), threatened",average_value_Population living in areas where elevation is below 5 meters (% of total population),average_value_Rural population living in areas where elevation is below 5 meters (% of total population),average_value_Terrestrial and marine protected areas (% of total territorial area),average_value_Terrestrial protected areas (% of total land area),average_value_Total fisheries production (metric tons),average_value_Total natural resources rents (% of GDP),average_value_Urban population living in areas where elevation is below 5 meters (% of total population)
Northern Mariana Islands,MNP,2015,,,,,,,,,,0,,,0,,,,,,,,42,,1082,,,,0,,,,,,0,0,,,,,0,0.176988975,99.98018339,78.48237644,,,,,,1124,0,
North America,NAC,2015,7.493003916,,0.974985759,,15.69835226,,4.435937431,,0.022652621,,19.78373558,0.030678453,,0,,4.085383317,,,,211730,613376,,6371987,0.147187595,,,0.039254777,,,,712020,350440,0.045411856,0,,284500,,44170,0.010641128,0,99.42541566,99.71442926,,,,,,6985363,0.242495356,
Qatar,QAT,2015,23.17786044,36661580753,2.348383123,3714555005,15.79301507,24980601589,2.457864798,3887727645,7.73448376,12234019687,46.59614367,0,0,0.000135151,213774.3914,30.80299768,48722641575,,,150,10,,15203,0,,,0.000132172,,,,7690,6320,0,6.110746343,,870,,650,13.82261933,0,99.69150138,100,,,,,,15213,19.93349784,
"Venezuela, RB",VEN,2019,,,,6692464832,,,6.54,,,444130043.3,,,13874996.03,,0,,,,,,,,,,,,,,,,,,,,,,,,,3.023846459,93.86289557,95.5779092,,,,,,,,
Zimbabwe,ZWE,2014,-14.09402347,-2486648659,2.310859248,407711471.5,8.769166232,1547168947,1.91,336986734,0.305704749,53936358.54,-3.350498743,1.267794504,223680591.2,0,0,-12.11966497,-2138306972,,,4300,10600,,144885,0.954875283,,,3.09175745,,,,10820,2220,1.484881377,0,,5840,,1390,0,25.83215724,65.45410818,38.71708617,,,,,,155485,5.531514109,
Antigua and Barbuda,ATG,2018,,,1.669441778,25499064.79,10.96530051,167484072.6,2.25,34366514.92,0,0,20.19856928,0,0,,,9.265147697,141515927.4,,,10,10,3,3165,0,,31,0,2,0.181504473,,200,0,0,0,,20,,10,0,,,,4,,,0.258339766,18.56967369,3175,0,
"Iran, Islamic Rep.",IRN,2015,,,5.856373894,22601210951,18.83166262,72676093966,2.673226743,10316650307,2.894606695,11171010886,,0.151791582,585801664.1,0,0,,,,,15130,346118,,631122,0.003316816,,,0.008625107,,,,139180,92900,0.342638493,2.694336303,,36380,,3790,12.76753869,0.407756265,96.80698708,88.43143149,,,,,,977240,15.81645541,
"Korea, Rep.",KOR,2015,20.84115549,3.0644E+11,1.412453861,20768156589,18.61877025,2.73763E+11,4.63873508,68206105129,0.001222233,17971221.89,36.23526107,0.000340958,5013311.166,0,0,17.61643746,2.59025E+11,,,4710,1676485,,1658982,0.00114934,,,0.014731733,,,,25960,7100,0.000831473,0.001522319,,10390,,4090,0.000190489,0,99.47274641,99.96133845,,,,,,3335467,0.018425354,
Mexico,MEX,2013,3.339932855,41327327165,1.280486907,15844360842,16.24446122,2.01004E+11,4.624386088,57220766138,4.129920053,51102391760,20.75606142,0.385624072,4771596579,0,0,4.511577799,55824910207,,,37640,111499.75,,1627718.125,0.038948598,,,0.110237149,,,,122230,41500,0.590376858,0.243329234,,43220,,3410,4.555880047,3.132406947,97.15725463,87.45178303,,,,,,1739217.875,5.538771886,
Oman,OMN,2017,-16.87234022,-11377019659,3.56905955,2406616992,13.63147414,9191703537,6.497269094,4381108801,18.67886897,12595162066,12.51262014,5.56404E-05,37518.33672,0.002771151,1868587.044,-1.118854002,-754443296.4,,,650,77.2480011,,347539,0,,,0.0027014,,0.123193767,,5400,3350,6.92658E-05,1.595835035,,760,,40,21.78184067,0,91.11489335,99.31956404,,,,1.01831172,2.572733181,347616.25,23.38044638,
Portugal,PRT,2015,2.25808224,4379934379,0.882921376,1712576105,17.71695308,34365042372,4.781642676,9274808849,0,0,16.07673977,0.000462816,897709.9554,0,0,-1.640176244,-3181400655,,,2340,9562.875977,,190100,0,,,0.134292918,,,,11440,400,0.000848177,0,,3200,,530,0,0,99.90468984,99.44206833,,,,,,199662.875,0.135141094,
Paraguay,PRY,2019,17.87154677,6583673760,0.916752175,337721033.2,6.582616781,2424960857,3.360841303,1238095560,0,0,22.01007442,0,0,0,0,15.42745764,5683299234,,,,,,,0,,,1.238606291,,,,,,0,0,,,,,0,0.622405435,99.59110869,91.77642662,,,,,,,1.238606291,
Pacific island small states,PSS,2018,,,1.449278383,,10.73593712,,5.856155809,,0,,,0.163175831,,1.228380266,,,,,,390,10034.31006,88,545043,0,,196,3.767544247,54,1.068391024,,2130,370,0.413239901,0,,530,,70,0,14.57892324,85.4776716,72.16310997,121,,,1.12553992,4.298802057,555077.3104,4.180784148,
Sao Tome and Principe,STP,2018,,,1.218277805,5023283.129,26.18191605,107954997.3,3.48,14348964.76,0,0,,0,0,0,0,,,,,10,,12,9730,0,,25,2.235066732,4,0.026786493,,30,20,0,0,,20,,10,0,45.36095998,78.18506249,44.80527366,49,,,0.244688365,29.25590983,9730,2.235066732,
United States,USA,2014,7.383950871,1.33336E+12,0.973789197,1.75842E+11,15.5891828,2.81502E+12,4.39647506,7.93893E+11,0.274703442,49604573996,19.85514154,0.029978197,5413312904,0,0,4.265946647,7.70323E+11,,,179370,421189,,5476248,0.226069078,,,0.043948409,,,,620810,299630,0.04678679,0.00714315,,246480,,39980,0.309076094,0,99.35588121,99.78386084,,,,,,5897437,0.633023521,
United States,USA,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,99.88352668,99.67961928,,,,,,,,
World,WLD,2015,11.88631059,,1.57069005,,16.11536144,,3.990141143,,0.63405336,,26.35924955,0.095561346,,0.047413911,,10.24388811,,,,2241760,106004183.8,,93736944.84,0.157691589,,,0.18415818,,,,8021410,3165590,0.17505935,0.238890839,,2904970,,286110,0.95517058,10.13963984,88.1862846,72.75047539,,,,,,199741128.6,1.710970537,
Angola,AGO,2018,-4.67611705,-4372169442,1.440150531,1346540747,11.67180345,10913136227,3.57,3337950000,22.40689034,20950442468,27.3,0,0,0,0,15.60092382,14586863773,,,15910,1752,32,442255,0,,53,0.419192182,18,0.004929827,,35520,17460,0,0.777517066,,16440,,180,26.2315111,18.67839043,56.59174872,51.12074396,34,,,5.004710827,6.971426696,444007,27.42822035,
Australia,AUS,2017,6.591302598,85027803514,1.080648096,13940360436,18.0581236,2.3295E+11,5.022076247,64784783588,0.771471894,9951987432,22.4,1.001150217,12914837797,0,0,4.422496557,57050205591,,,74160,89824.92188,,229645.4375,0.780970349,,,0.192085478,,40.5594116,,139810,38890,3.179466483,0.693519469,,79440,,3330,0.210123173,0,99.9699336,99.99115238,,,,29.70879373,19.26562231,319470.375,5.056164952,
Botswana,BWA,2013,23.44435987,3352543462,1.281036642,183188239.8,22.33473744,3193867454,9.48,1355640000,0.264896954,37880264.4,38.3,0.336787275,48160580.34,0,0,15.84708074,2266132546,,,3780,,,4431,0.380390281,,,0.376687683,,,,5830,1370,0.590915378,0,,4440,,630,0,13.18191665,86.45559051,71.68014195,,,,,,4431,1.347993342,
Iraq,IRQ,2019,-9.173164383,-21373473012,3.806654619,8869505262,11.57040995,26959055173,4.6,10718000000,11.7437393,27362912577,13.4,0,0,0,0,1.777229539,4140944827,,,,,,,0,,,0.003462645,,,,,,0,0.180303792,,,,,39.61544525,0,97.77878399,99.47363683,,,,,,,39.79921168,
Jordan,JOR,2018,6.050277158,2585445338,2.370194513,1012847543,6.222381122,2658989968,2.729539835,1166405416,0.003902807,1667773.688,12.06568313,0.143135077,61165448.94,0.014717879,6289343.556,5.852687598,2501010032,,,610,900,14,873,0,,20,0.017679591,13,35.5909103,,6300,330,0.68893591,0.010670581,,1250,,160,0.000978519,0.107430174,98.96747344,97.23952649,8,,,1.805987143,1.770578642,1773,0.718264601,
"Korea, Rep.",KOR,2016,21.33287807,3.21188E+11,1.479776441,22279514095,18.47605121,2.78175E+11,4.63873508,69840795372,0.000760605,11451675.57,36.65134711,0.000504138,7590298.672,0,0,18.17518418,2.73646E+11,,,4760,1859220,,1371799,0.001235926,,,0.015482087,,1.630492643,,25770,7140,0.001159953,0.000776889,,10510,,4140,0.000144169,0,99.56447646,99.95656948,,,,3.885269528,11.23,3231019,0.018799025,
Lebanon,LBN,2014,-21.62273713,-10296425453,1.70100525,809993371.3,18.48287135,8801268120,2.1,999988730.2,0,0,-3.538860536,0,0,0,0,-22.02173188,-10486420812,,,530,1125,,2998,0,,,0.002290985,,,,2980,60,0,0,,700,,50,0,0.114451924,90.86789445,92.63386927,,,,,,4123,0.002290985,
St. Lucia,LCA,2012,,,0.806502083,12641383.99,17.12511004,268424714.9,3.99,62540597.41,0,0,,0,0,0,0,,,,,10,27.89999962,,1944,0,,,0.016416211,,,18.24223327,260,0,0,0,13.49507753,30,,0,0,6.65082199,94.24808366,83.21779251,,,,,,1971.900024,0.016416211,
Latin America & Caribbean,LCN,2011,11.22292122,,0.878615713,,10.70190803,,5.144697923,,2.609389605,,21.23372771,0.944952811,,0.020638264,,10.53181969,,,,322770,2223210.473,,17443671.63,0.120461009,,,0.300330524,,,29.10020674,1006150,144680,1.935107257,0.195120177,23.44387952,354840,,17730,3.953349147,4.775448868,94.74040083,82.96418874,,,,,,19666882.25,6.504368113,
Least developed countries: UN classification,LDC,2017,15.52761887,,1.289076294,,9.003382109,,2.538955642,,1.862901088,,27.58895433,0.47033031,,1.974601308,,18.58557222,,,,358550,3996795.189,,10106828,0.077360232,,,3.982062657,,,,964440,264780,0.987271342,0.347544768,,433210,,57660,2.281724356,18.03651244,64.53169166,34.89993156,,,,12.78529005,14.07894207,14103623.16,7.675963356,
Mali,MLI,2013,5.69447407,728892680.9,0.681327541,87209925.29,8.063986095,1032190220,3.98,509440000,0,0,17.04545805,4.131229846,528797420.3,2.440232448,312349753.3,8.967263905,1147809780,,,11170,2205.25,,99353,0,,,3.020287508,,,,19320,1640,5.242236291,0,,11650,,340,0,10.07720255,71.09585561,33.9728243,,,,,,101558.25,8.262523799,
Nicaragua,NIC,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.791772689,81.7087538,73.02109747,,,,,,,,
Singapore,SGP,2014,36.58513705,1.11182E+11,0.627231366,1906149849,14.54713471,44208596918,2.76,8387612400,0,0,48.99947631,0,0,0,0,34.45236841,1.047E+11,,,20,5262.323242,,4412,0,,,0.000490477,,,,3700,910,0,0,,8180,,350,0,0,100,100,,,,,,9674.323242,0.000490477,
Eswatini,SWZ,2012,10.20397997,466457777.6,0.839573658,38379697.33,16.03205429,732878390.4,8.502297221,388668213.7,0.013866112,633865.9952,18.85801621,0.269472508,12318482.38,0,0,2.824595025,129121609.6,,,390,100,,60,0.146827863,,,2.18170529,,,21.41859255,1450,270,1.417617123,0,4.655120319,450,,60,0,11.08286895,64.01398627,58.00843643,,,,,,160,3.746150276,
Togo,TGO,2016,6.798815323,308026072.5,2.37800215,107737396.6,7.24858067,328403071.6,4.789053826,216972129.8,0,0,22.06331333,3.086698497,139845483.3,7.340270514,332557157.5,14.81473266,671193980,,,1500,98,,31891,0,,,7.691068368,,0.199730686,,3370,1140,4.411898662,0,,1860,,230,0,47.76799118,64.82759182,16.71431724,,,,21.79133305,27.62,31989,12.10296703,
Africa Western and Central,AFW,2010,4.209569189,,0.942551359,,11.5352463,,1.875518464,,7.311449854,,23.27867848,0.485308293,,0.670071957,,11.74343219,,,,108430,216749.6,,2732985,0.001705476,,,2.110229193,,,,315610,120000,0.791601423,0.65568151,,196050,,24430,11.49944305,28.24534167,61.05913968,28.15050612,,3.61009154,1.149489713,,,2949734.594,15.05866066,2.460601827
Andorra,AND,2013,,,,15413297.79,,302253684.1,2.44,,,,,,0,,,,,,,0,,,0,,,,0,,,,50,0,0,,,0,,0,,0,99.99999528,99.99999528,,,,,,0,0,
Armenia,ARM,2011,-1.097625326,-115274641.3,1.395422006,146549799.3,11.6183047,1220175843,2.907120743,305311195.9,0,0,10.71529974,1.478006887,155223016.3,0.228312219,23977771.41,-0.903004956,-94835250.21,,,710,6300,,795,0,,,0.453640873,,,16.87041932,2370,1030,2.46981729,0,24.74673733,820,,50,0,0.030301184,98.51312626,91.28323684,,,,,,7095,2.923458164,
Belgium,BEL,2012,10.63998091,54018651088,0.581954397,2954553376,19.11929168,97067687878,6.114641125,31043727258,0,0,24.17078811,0,0,0.000558389,2834915.216,5.107852573,25932312122,,,3370,277,,24674,0,,,0.018639188,,,-25.72640477,8840,1050,0,0,-13.48283364,4930,,720,0,0,99.99999711,99.48611998,,,,,,24951,0.018639188,
Barbados,BRB,2019,,,0.989398302,49767473.19,10.5062781,528473631.1,4.36856981,219742322.6,0.241634007,12154370.91,,0,0,0,0,,,,,,,,,0,,,0.010316277,,,,,,0,0.001672735,,,,,0.258224679,,98.51445042,98.09246231,,,,,,,0.270213691,
Central Europe and the Baltics,CEB,2017,9.37942106,,1.756261848,,15.80949214,,3.979400621,,0.156255715,,23.18726905,0.054386518,,0.010852392,,7.377776913,,,,46520,133130.2597,,621943.7263,0.130081775,,,0.260333285,,20.94890043,,114340,45520,0.10993487,0.078525233,,56220,,5270,0.084904557,0,99.65204466,95.11811788,,,,28.20857049,30.37903169,755073.9908,0.663779722,
Chile,CHL,2011,7.555363597,17905682848,0.996496319,2361626520,13.79073864,32683085217,4.12,9764111600,0.026251785,62214892.36,24.5315897,6.282751244,14889680656,0,0,10.74086294,25455093317,,,5610,969539,,3466961,0.008841737,,,0.548634197,,,51.81466405,13870,3280,11.47775945,0.032023716,67.40156009,7640,,840,0.044995532,0.946879429,98.56782122,97.56563455,,,,,,4436500,12.11225463,
Costa Rica,CRI,2019,15.50732078,9023759391,0.546614237,318076566.6,5.704956886,3319732595,7.343808947,4273385833,0,0,15.1,0,0,0.682899841,397381594.1,9.393025914,5465831718,,,,,,,0,,,0.753766206,,,,,,0,0,,,,,0,0.15347618,99.79752731,97.75378868,,,,,,,0.753766206,
Cayman Islands,CYM,2017,,,0.675184137,20899235.27,9.43994072,292198129.7,,,0,0,,0,0,,,,,,,,,,125,0,,,0,,0.077673415,,,,0,0,,,,,0,,,,,,,0.103453166,10.76276984,125,0,
Gibraltar,GIB,2019,,,,28497395.81,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,100,,,,,,,,
Middle East & North Africa (excluding high income),MNA,2017,,,4.158321436,,11.48605654,,4.082547309,,4.788900725,,,0.122856903,,0.101983458,,,,,,58520,1925928.01,,2981078.75,0.002152428,,,0.12198658,,1.305631281,,356480,186260,0.384496679,0.974577652,,99880,,11110,13.52591511,2.076236039,93.02666676,89.03679603,,,,6.018464185,7.17069133,4907006.75,15.00912845,
Sierra Leone,SLE,2015,-8.317473822,-346177752.4,0.891378476,37099653.58,5.618139613,233830004.8,2.713514341,112937932.3,0,0,-1.485483315,0.14602821,6077772.962,2.889958549,120281635.5,-7.103622928,-295656622.6,,,1650,85,,202100,0,,,9.814288376,,,,4590,470,0.757071864,0,,1820,,100,0,18.73473622,57.84746516,14.89637314,,,,,,202185,10.57136024,
Zimbabwe,ZWE,2017,-12.70023821,-2550156624,2.102515445,422176624,8.78433729,1763859509,1.91,383520298.9,0.157595113,31644463.35,-2.423258669,1.142531689,229415756.4,0,0,-11.20759596,-2250440079,,,4550,10300,,100710,0.495528011,,,2.982974021,,,,11560,2480,1.366163086,0,,6280,,1560,0,24.69099953,63.99662473,36.94167282,,,,27.21458518,27.21458518,111010,4.844665118,
Belize,BLZ,2018,-4.520365738,-76376099.5,1.351238288,22830522.11,17.75755264,300031609.3,6.39,107965440,1.252232988,21157728.57,9.450658173,0,0,0,0,-8.306894462,-140353288.8,,,190,563,6,216107,0,,45,0.359075958,10,10.07887523,,530,110,0,0,,210,,10,1.36012943,0.568513304,98.39929451,88.18441736,46,,,20.59045099,37.67936557,216670,1.719205388,
IBRD only,IBD,2015,17.44486952,,2.841507023,,15.10884878,,3.125626993,,1.193072242,,33.69745535,0.191324984,,0.043459795,,18.58860657,,,,1276380,92250368.93,,58922161.94,0.316192831,,,0.258111309,,,,5107980,2176400,0.33282805,0.442664091,,1631630,,123590,1.500388668,10.03105657,91.73819689,77.10420138,,,,,,151172536.6,2.850184948,
Iceland,ISL,2018,11.77651835,2935372133,0.336065882,83766559.61,17.05534925,4251154325,7.467096785,1861221387,0,0,21.7008367,0,0,0,0,4.645487445,1157917305,,,340,19185,7,1278445,0,,16,0.000190425,6,0.380335278,,530,10,0,0,,400,,50,0,0,99.99999943,98.78164877,0,,,2.50646685,18.15153229,1297630,0.000190425,
"Macao SAR, China",MAC,2019,,,,87686690.12,,4411567827,2.437183955,,,0,,,0,,,,,,,,,,,0,,,0.000348657,,,,,,0,0,,,,,0,0,100,100,,,,,,,0.000348657,
Malta,MLT,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100.0000004,99.96447143,,,,,,,,
West Bank and Gaza,PSE,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.140717988,97.88039722,98.57792609,,,,,,,,
Bangladesh,BGD,2012,29.46384073,42617088505,1.453007121,2101658559,7.32725808,10598292632,1.994953537,2885540695,0.948023624,1371240330,37.42833402,0,0,0.231069236,334223164.4,30.10098717,43538669863,,,24400,1726066,,1535715,0.034322945,,,0.286533399,,,20.72378052,79550,3190,0,1.113364845,64.69448133,26470,,560,0.163667983,5.30484137,96.69158904,42.1145323,,,,,,3261781,1.597889172,
"Bahamas, The",BHS,2010,19.86448241,1964251668,0.68924951,68154783.57,7.499374497,741557648.7,3.8356,379274100.6,0,0,24.21750642,0,0,0,0,16.71813192,1653132351,,,20,1,,16342.44043,0,,,0.015294778,,,57.06277393,210,20,0,0,115.1355817,50,,30,0,0.527619224,98.67313887,92.83827663,,20.28497257,8.485195634,,,16343.44043,0.015294778,11.79977694
Bolivia,BOL,2016,7.218555847,2405239429,2.328991575,776025355.3,9.995770959,3330613899,6.08,2025869999,1.681930855,560423233.4,15.7073918,0.562142565,187307196.9,0,0,5.711620841,1903125215,,,8660,3250,,50492,0,,,0.551389091,,,,24830,3370,0.708018413,1.036397856,,9050,,190,1.028853278,14.16976598,91.06696927,58.45982722,,,,30.86551546,30.87,53742,3.324658637,
Cabo Verde,CPV,2013,19.16886878,342330468.4,0.902356058,16114877.5,14.4278808,257662736.9,5.14522941,91886945.16,0,0,29.66432193,0,0,0.323588653,5778862.403,15.24958408,272337263.1,,,60,,,35984,0,,,0.572546566,,,,120,30,0,0,,80,,10,0,26.61315158,84.29381293,66.45232114,,,,,,35984,0.572546566,
East Asia & Pacific,EAS,2015,18.31450778,,2.235358368,,18.83067962,,2.664947882,,0.496554645,,37.35934208,0.134695193,,0.012494354,,18.52866246,,,,630490,87376740.27,,42123453.42,0.264667743,,,0.150727788,,,,2163350,944070,0.242566616,0.245866004,,870800,,76160,0.275837941,2.803409272,91.70285068,83.82942482,,,,,,129500199.7,1.179666091,
Fragile and conflict affected situations,FCS,2017,4.074968332,,1.890143143,,10.34726044,,2.437658587,,3.784377818,,19.43756368,0.296510052,,1.481962479,,9.090303237,,,,290000,1485503.382,,5949473,0.06698043,,,2.854055781,,,,936190,356010,0.577967471,0.715521288,,409720,,49450,10.20091541,19.20735416,64.5190845,40.97296512,,,,11.87038883,13.32227127,7434976.371,14.41544038,
"Micronesia, Fed. Sts.",FSM,2012,,,1.13018889,3872135.635,7.043862647,24132949.64,23.62883,80954639.95,0,0,,0,0,0,0,,,,,20,0,,47853,,,,0.02804107,,,43.32063558,50,0,0,0,71.67694749,30,,0,0,9.5,87.70998903,75.54827146,,,,,,47853,0.02804107,
"Gambia, The",GMB,2012,-6.550672096,-91054342.13,1.015964492,14121906.43,21.28228655,295823783.1,2.44,33916000,0,0,16.1,0,0,2.69711959,37489962.3,-5.277588014,-73358473.4,,,310,33,,36062,0,,,5.776649294,,,69.17479758,1490,330,0,0,50.93040019,350,,50,0,1.974238866,78.15481333,46.1115582,,,,,,36095,5.776649294,
Israel,ISR,2019,16.47457062,64709971709,0.676175474,2655929357,13.20068858,51850588658,5.525320476,21702740539,0.04111087,161478153,24.8672323,0,0,0,0,11.66653649,45824638680,,,,,,,0,,,0.000209402,,,,,,0,0.091252933,,,,,0.001933171,0,99.99999857,99.95359852,,,,,,,0.093395506,
Latin America & Caribbean (excluding high income),LAC,2011,10.53360602,,0.816489395,,10.67621406,,5.078032471,,2.789336213,,20.53416508,0.778204588,,0.018347276,,9.85795102,,,,298450,1229584.663,,13562048.63,0.1349727,,,0.303151642,,,34.45616422,896890,104640,1.630765392,0.150790275,20.6763577,326840,,16300,3.208619642,4.948097817,94.5259024,81.65915586,,,,,,14791633.44,5.428299649,
Latvia,LVA,2013,3.68482162,1118891291,0.753527227,228807562.1,24.29280528,7376478720,6.106897167,1854351380,0,0,22.6,0,0,0,0,-1.668548319,-506652526.5,,,1660,643.210022,,116029,0,,,1.047495292,,,,1990,280,0,0,,1830,,140,0,0,98.42183139,90.83323645,,,,,,116672.2109,1.047495292,
Marshall Islands,MHL,2015,,,2.004077596,4972118.52,6.595249093,16362819.6,6.51,16151316.51,,,24.30037172,0,0,,,17.70512263,43926426.94,,,0,0.200000003,,89742,,,,0,,,,30,0,0,,,0,,0,,10.25399202,88.34252362,83.03549089,,,,,,89742.20313,0,
Mauritania,MRT,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.67496665,71.68104923,49.83422278,,,,,,,,
Pre-demographic dividend,PRE,2015,4.453565395,,1.239328367,,11.34098086,,2.537002159,,2.974853447,,18.81788854,0.259079078,,1.087083556,,7.476907684,,,,297760,575563.0713,,5264895.25,0.018530378,,,2.724525543,,,,828030,307550,0.367238455,0.536306803,,421970,,52870,6.895788269,21.15712967,60.08679239,32.62562909,,,,,,5840458.301,10.54238945,
Pacific island small states,PSS,2015,,,1.324731201,,11.11614461,,5.901028604,,0,,,0.110955606,,0.608308021,,,,,,410,16659.476,,521918.9844,0,,,2.862196382,,,,2040,340,0.198107939,0,,530,,50,0,14.9464218,86.03312844,71.25403025,,,,,,538578.4614,3.060304321,
Saudi Arabia,SAU,2019,19.4711791,1.55903E+11,2.968832978,23771030017,9.811326009,78557913769,7.1861867,57538790841,8.173323889,65442660117,33.25065174,0.012137328,97181883.1,0,0,23.43928659,1.87675E+11,,,,,,,0,,,0.000915767,,,,,,0.02543804,0.539561723,,,,,24.24034889,0,100,100,,,,,,,24.80626442,
Eswatini,SWZ,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.814014842,70.75307095,64.29217458,,,,,,,,
Turks and Caicos Islands,TCA,2017,,,0.793600873,7982820.068,10.9800794,110448464.9,2.488877224,25035581.16,0,0,,0,0,0,0,,,,,,0.5,,2105,0,,,0.004487994,,0.09713326,,,,0,0,,,,,0,1.604545455,94.31818182,87.98863636,,,,0.387451664,44.3674255,2105.5,0.004487994,
Europe & Central Asia (IDA & IBRD countries),TEC,2012,9.015441373,,2.432942909,,12.19878855,,3.920919329,,5.003038099,,25.1361275,0.406211293,,0.000624599,,12.93733894,,,,157080,509645.6112,,5300251.98,0.405890048,,,0.184941555,,,-13.35397829,1327250,958660,0.837413225,2.333138145,-42.05294965,199880,,15790,6.408157576,0.082570438,95.50281483,92.15071585,,,,,,5809897.596,10.16954055,
Thailand,THA,2019,15.12627592,79213130485,2.414741675,12645495057,17.76478913,93030470071,4.186884132,21925832955,1.286328491,6736232177,32.66360479,0.000842775,4413436.691,0.257618069,1349091728,14.8989228,78022529929,,,,,,,0.019393561,,,0.291810204,,,,,,0.001022045,0.720049847,,,,,0.59960937,0,99.96483315,98.42052549,,,,,,,1.631885026,
Turkmenistan,TKM,2019,,,,2965048289,,,2.32,,,3583984759,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,99.79292451,99.00213719,,,,,,,,
Samoa,WSM,2016,,,1.130215533,8824456.688,11.7130605,91452817.59,4.24,33104921.36,0,0,,0,0,0,0,,,,,50,10,,8801,0,,,0.449301362,,0.085408327,,300,10,0,0,,60,,0,0,0.127569631,91.54020945,96.42890313,,,,0.228551141,6.77,8811,0.449301362,
Africa Eastern and Southern,AFE,2014,4.903445214,,2.343407199,,12.6180471,,4.411770022,,3.576759666,,21.33333215,0.812216944,,1.491226052,,8.715285053,,,,239500,218317.7302,,3914931,0.810023645,,,3.230675317,,,,543720,146340,1.123294635,0.116247545,,276360,,26670,4.185563143,20.23995061,53.94066123,28.648935,,,,,,4133248.725,9.465804285,
