Country Name,Country Code,Year,average_value_DEC alternative conversion factor (LCU per US$),average_value_Discrepancy in expenditure estimate of GDP (current LCU),average_value_GDP (constant 2010 US$),average_value_GDP (constant LCU),average_value_GDP (current LCU),average_value_GDP (current US$),average_value_GDP deflator (base year varies by country),average_value_GDP growth (annual %),average_value_GDP per capita (constant 2010 US$),average_value_GDP per capita (constant LCU),average_value_GDP per capita (current LCU),average_value_GDP per capita (current US$),average_value_GDP per capita growth (annual %),"average_value_GDP per capita, PPP (constant 2017 international $)","average_value_GDP per capita, PPP (current international $)","average_value_GDP, PPP (constant 2017 international $)","average_value_GDP, PPP (current international $)",average_value_GDP: linked series (current LCU),average_value_GNI (constant 2010 US$),average_value_GNI (current LCU),average_value_GNI (current US$),average_value_GNI per capita (constant 2010 US$),average_value_GNI per capita (current LCU),"average_value_GNI per capita, Atlas method (current US$)","average_value_GNI per capita, PPP (constant 2017 international $)","average_value_GNI per capita, PPP (current international $)","average_value_GNI, Atlas method (current US$)","average_value_GNI, PPP (constant 2017 international $)","average_value_GNI, PPP (current international $)",average_value_GNI: linked series (current LCU),average_value_Gross domestic savings (% of GDP),average_value_Gross domestic savings (current LCU),average_value_Gross domestic savings (current US$),average_value_Gross savings (% of GDP),average_value_Gross savings (% of GNI),average_value_Gross savings (current LCU),average_value_Gross savings (current US$),average_value_Gross value added at basic prices (GVA) (constant LCU),average_value_Gross value added at basic prices (GVA) (current LCU),average_value_Gross value added at basic prices (GVA) (current US$),average_value_Net primary income (Net income from abroad) (current LCU),average_value_Net primary income (Net income from abroad) (current US$),average_value_Net secondary income (Net current transfers from abroad) (current LCU),average_value_Net secondary income (Net current transfers from abroad) (current US$),"average_value_PPP conversion factor, GDP (LCU per international $)","average_value_PPP conversion factor, private consumption (LCU per international $)",average_value_Price level ratio of PPP conversion factor (GDP) to market exchange rate,average_value_Taxes less subsidies on products (constant LCU),average_value_Taxes less subsidies on products (current LCU),average_value_Taxes less subsidies on products (current US$)
France,FRA,2013,0.753159182,0,2.72462E+12,2.15364E+12,2.11719E+12,2.81108E+12,98.30738273,0.576326675,41282.99205,32631.58827,32079.26037,42592.93539,0.05991638,42816.27148,39523.85515,2.82582E+12,2.60852E+12,2.11719E+12,2.78538E+12,2.16461E+12,2.87404E+12,42203.64152,32797.80499,43780,43763.04379,40410,2.88947E+12,2.8883E+12,2.66695E+12,2.16461E+12,21.25261373,4.49958E+11,5.97427E+11,21.3891768,20.92057599,4.52849E+11,6.01266E+11,1.92842E+12,1.89984E+12,2.5225E+12,47423000000,62965440963,-46283000000,-61451816715,0.811643,0.861092,1.077651338,2.25296E+11,2.17348E+11,2.88582E+11
Faroe Islands,FRO,2012,5.7925,0,,,13706800000,2366301252,,,,,286495.4121,49459.71723,,,,,,,,14438000000,2492533448,,301778.7346,,,,,,,,15.60393381,2138800000,369236081.1,,,,,,11997800000,2071264566,731200000,126232196.8,776900000,134121709.1,,,,,1709000000,295036685.4
Equatorial Guinea,GNQ,2014,493.7573299,0,18120350964,7.34258E+12,1.07469E+13,21765453087,146.3633857,0.415066302,16146.11682,6542599.052,9575969.483,19394.08066,-3.68833399,32436.5535,33696.21649,36402668207,37816353966,1.07469E+13,11946658995,7.30582E+12,14796386740,10645.05606,6509846.007,13230,20704.00467,22910,14849041963,23235545428,25707960046,7.30582E+12,56.2566787,6.04582E+12,12244521011,,,,,7.31577E+12,1.06774E+13,21624798973,-3.44103E+12,-6969066348,,,284.1853027,320.7875366,0.575556626,26814283300,69449000000,140654114.5
IDA & IBRD total,IBT,2014,,,2.62193E+13,,,2.95654E+13,,4.415896181,4299.433017,,,4848.12374,3.089603745,9393.801171,9445.089936,5.72863E+13,5.75991E+13,,2.59434E+13,,2.91606E+13,4254.195132,,4795.947156,9233.215358,9313.624333,2.92472E+13,5.6307E+13,5.67974E+13,,30.92796229,,9.58305E+12,30.53056524,32.63168572,,,,,2.45468E+13,,,,,,,,,,
Malawi,MWI,2012,249.106,,7435096950,5.26721E+12,1.50173E+12,6028487929,28.51099294,1.885799507,482.9236244,342114.9531,97540.37013,391.5617052,-0.985556988,1362.604787,1034.019743,20978676925,15919778301,1.50173E+12,,1.4679E+12,5892688582,,95343.14942,460,,1010,7015802987,,15561165077,1.4679E+12,,,,,,,,4.95277E+12,1.38935E+12,5577362519,-33828432100,-135799346.9,65245601500,261919028.4,94.33124542,92.53625488,0.378679138,3.17794E+11,1.12378E+11,451125410.1
Nicaragua,NIC,2015,27.2568,-1000000,11426090138,1.70133E+11,3.47707E+11,12756706583,204.3736371,4.793318181,1836.037362,27338.35816,55872.39689,2049.851666,3.437775048,5630.405738,5293.870462,35039332420,32944994652,3.47707E+11,10964437913,3.34378E+11,12267705836,1761.855317,53730.64944,1890,5425.20076,5090,11767998534,33762293827,31682119559,3.34378E+11,15.45007722,53721000000,1970921018,23.4889801,24.42526998,81672828025,2996420270,1.5351E+11,3.14393E+11,11534479469,-13328595575,-489000747.5,41280486704,1514502315,10.55416775,10.82398605,0.387212283,16623000000,33314000000,1222227114
Puerto Rico,PRI,2018,1,93100000,87847290301,9489400000,1.00925E+11,1.00925E+11,1063.555125,-4.147474747,27509.41183,2971.609161,31604.70151,31604.70151,-0.187370305,34299.35854,35122.87966,1.0953E+11,1.1216E+11,1.00925E+11,59130276412,67739500000,67739500000,18516.66818,21212.64977,21080,23438.90224,23570,67329825317,74848712224,75280138477,67739500000,29.14976468,29419400000,29419400000,,,,,,1.01231E+11,1.01231E+11,-33185500000,-33185500000,,,0.899832298,,0.899832298,,,
Russian Federation,RUS,2018,62.6681,-48910800,1.74372E+12,8.96266E+13,1.03862E+14,1.65733E+12,115.8826105,2.80724541,11875.7332,610408.3316,707357.1093,11287.35528,2.815525692,26656.40954,28681.78446,3.91398E+12,4.21136E+12,1.03862E+14,1.70194E+12,1.0133E+14,1.61694E+12,11591.17771,690117.6277,10250,25977.61212,27980,1.50518E+12,3.81431E+12,4.10872E+12,1.0133E+14,31.92367033,3.31565E+13,5.2908E+11,28.94923532,29.67240162,3.00672E+13,4.79784E+11,8.06836E+13,9.28288E+13,1.48128E+12,-2.53128E+12,-40391890000,-5.58014E+11,-8904280001,24.662242,25.764703,0.393537414,8.94353E+12,1.10328E+13,1.76051E+11
Rwanda,RWA,2016,787.2515,0,9207722421,7.39999E+12,6.8416E+12,8690485823,92.45416446,5.970744298,789.0870987,634167.2331,586314.0166,744.7607488,3.248439582,1950.526265,1882.37238,22760357451,21965081417,6.8416E+12,8953791272,6.65395E+12,8452129974,767.325605,570233.0542,740,1897.461532,1830,8653062207,22141154148,21362640340,6.65395E+12,7.456708213,5.10158E+11,648024170.2,10.74614115,11.04918968,7.35208E+11,933891873,6.73208E+12,6.24454E+12,7932078885,-1.87646E+11,-238355849.4,2.70694E+11,343846915.5,311.4761047,277.9980164,0.395650062,6.67911E+11,5.97057E+11,758406938.6
Serbia,SRB,2017,107.7589,5400000,46095189764,4.55277E+12,4.76069E+12,44179055280,104.566726,2.101163847,6565.463903,648464.0054,678077.5797,6292.543629,2.645985862,16611.01686,16611.01686,1.16624E+11,1.16624E+11,4.76069E+12,43105634298,4.45334E+12,41326892950,6139.653344,634301.4664,5570,15538.6237,15540,39099360640,1.09094E+11,1.09094E+11,4.45334E+12,12.99063723,6.18444E+11,5739140804,15.55142658,16.62470333,7.40355E+11,6870473347,3.78032E+12,3.95267E+12,36680681596,-3.07346E+11,-2852162330,4.26377E+11,3956770007,40.82095548,48.93835771,0.378817485,7.72449E+11,8.08017E+11,7498373684
Sub-Saharan Africa (excluding high income),SSA,2014,,,1.6576E+12,,,1.80234E+12,,4.840341239,1710.862264,,,1860.252141,2.035832252,3799.760817,3658.156903,3.68146E+12,3.54427E+12,,1.61167E+12,,1.74364E+12,1663.453836,,1804.543045,3681.509307,3549.243779,1.74836E+12,3.56689E+12,3.43875E+12,,20.36951796,,3.77722E+11,20.01773133,21.37927771,,,,,1.71256E+12,,,,,,,,,,
Small states,SST,2017,,,4.88524E+11,,,4.81185E+11,,0.960781995,12248.73188,,,12064.70274,-0.774846727,20472.41387,20480.9154,8.16515E+11,8.16854E+11,,,,4.70352E+11,,,11217.08123,,19980.78567,4.47378E+11,,7.96907E+11,,37.00086898,,1.77522E+11,33.16904804,33.63485098,,,,,,,,,,,,,,,
Chad,TCD,2015,591.2117,-23549201600,13499400995,5.62344E+12,6.474E+12,10950392220,115.1252,2.767675685,956.659963,398515.6656,458791.957,776.0197523,-0.490723968,1857.107864,1820.059909,26205595208,25682812591,6.474E+12,13154896281,6.27777E+12,10618477273,932.2460007,444885.6142,880,1803.785358,1760,12409756902,25453162870,24904346468,6.27777E+12,21.53476328,1.39416E+12,2358141043,,,,,5.48773E+12,6.28544E+12,10631454012,-1.96232E+11,-331914946.9,4.57857E+11,774437797.8,252.0751953,246.7222748,0.426370444,1.3571E+11,1.8856E+11,318938207.8
Sub-Saharan Africa (IDA & IBRD countries),TSS,2020,,,1.8095E+12,,,1.68563E+12,,-2.448262357,1592.800089,,,1483.769566,-4.946111293,3641.344208,3821.247333,4.13674E+12,4.34112E+12,,1.73073E+12,,1.63487E+12,1523.465713,,1478.569623,3525.19587,3702.09396,1.67972E+12,4.00479E+12,4.20575E+12,,19.54315716,,3.53094E+11,,,,,,,1.55012E+12,,,,,,,,,,
Aruba,ABW,2018,1.79,0,,,5731917606,3202188607,,,,,54153.37005,30253.27936,,,,,,,,5354936706,2991584752,,50591.77207,,,,,,,,20.74823762,1189271885,664397701.2,11.31279938,12.10920642,648440339.6,362257172.9,,,,-376980900,-210603854.7,-163358900,-91261955.31,,1.497583782,,,,
United Arab Emirates,ARE,2018,3.6725,100,3.98022E+11,1.46174E+12,1.55058E+12,4.22215E+11,106.0782305,1.189855638,41327.35272,151774.7029,160999.9192,43839.32449,-0.320590318,66968.22118,68576.11552,6.44969E+11,6.60454E+11,1.55058E+12,3.99332E+11,1.55581E+12,4.23639E+11,41463.32717,161542.9592,41470,67195.09523,68810,3.99412E+11,6.47154E+11,6.62682E+11,1.55581E+12,49.87897504,7.73416E+11,2.10597E+11,,,,,,,,5230000000,1424098026,-1.6933E+11,-46107556161,2.347755016,2.852168265,0.639279786,,,
Belarus,BLR,2011,0.4975,513730000,60300321143,77123620000,30724500000,61757788945,39.83798997,5.37870745,6365.378053,8141.266727,3243.317022,6519.230195,5.572385837,18251.78094,16543.04373,1.72902E+11,1.56715E+11,30724500000,58845040885,30036955900,60375790754,6211.756831,3170.738999,6260,17850.01602,16170,59335003902,1.69096E+11,1.53208E+11,30036955900,37.84611629,11628030000,23372924623,31.5890947,32.31216716,9705591400,19508726432,68206148300,27104900000,54482211055,-687544100,-1381998191,-1234803500,-2482017085,0.196053222,0.185265586,0.394076828,8864920700,3619600000,7275577889
Greece,GRC,2012,0.778293601,-2000,2.47819E+11,1.80563E+11,1.88389E+11,2.42054E+11,104.3339341,-7.082353942,22437.22047,16347.94406,17056.45318,21915.19132,-6.578538058,28374.67695,24912.18772,3.13399E+11,2.75155E+11,1.88389E+11,2.4975E+11,1.89965E+11,2.44079E+11,22611.99598,17199.16386,23170,28605.79466,25120,2.55884E+11,3.15951E+11,2.77458E+11,1.89965E+11,7.548022795,14219623000,18270255562,7.878943945,7.813568126,14843041096,19071261885,1.61181E+11,1.68979E+11,2.17115E+11,1575834000,2024729481,-677702000,-870753657.4,0.684663,0.762095,0.879697583,21140208000,22229972000,28562449903
Croatia,HRV,2011,5.34386975,0.000221252,59799454152,3.42419E+11,3.34194E+11,62537851352,97.59805581,-0.198369263,13969.80489,79992.77711,78071.39525,14609.52435,0.146805607,24316.24798,20804.38888,1.04089E+11,89055724751,3.34194E+11,57845113905,3.23289E+11,60497260005,13513.24969,75523.94902,14040,23526.25866,20130,60080283859,1.00707E+11,86149863142,3.23289E+11,18.22270654,60899215966,11396089129,18.109126,18.71995244,60519636478,11325058302,2.87552E+11,2.85158E+11,53361796886,-10904654355,-2040591344,10524113129,1969380547,3.752640642,4.290834918,0.702232805,54475800000,49035639887,9176054466
Iraq,IRQ,2013,1166,3.20815E+13,1.82679E+11,1.74991E+14,2.73588E+14,2.34638E+11,156.3440942,7.628571185,5509.50431,5277628.159,8251259.941,7076.552265,3.515701426,10349.37646,15535.34598,3.43155E+11,5.15106E+11,2.73588E+14,1.81837E+11,2.72351E+14,2.33577E+11,5484.124007,8213968.899,7050,10284.18348,15470,2.3372E+11,3.40993E+11,5.12778E+11,2.72351E+14,43.91100773,1.20135E+14,1.03032E+11,41.38548407,41.57337228,1.13226E+14,97105937669,1.74991E+14,2.73588E+14,2.34638E+11,-1.23646E+12,-1060430000,-5.67306E+12,-4865400000,531.1281738,500.7727051,0.455513014,,,
Japan,JPN,2014,105.944781,0,5.91632E+12,5.24901E+14,5.13876E+14,4.85041E+12,97.89966377,0.374719476,46484.15527,4124113.573,4037493.322,38109.41211,0.507999337,39255.27845,39179.15561,4.99625E+12,4.98657E+12,5.13876E+14,6.12546E+12,5.3237E+14,5.02497E+12,48127.36987,4182797.228,43950,40642.3621,40590,5.5935E+12,5.1728E+12,5.16603E+12,5.3237E+14,21.45093369,1.10231E+14,1.04046E+12,24.65881472,23.80220563,1.26716E+14,1.19605E+12,5.21407E+14,5.09927E+14,4.81314E+12,1.84937E+13,1.7456E+11,-1.9045E+12,-17976345615,103.052076,109.18166,0.972696106,,3.7756E+12,35637432662
"Korea, Rep.",KOR,2019,1165.3575,8.816E+11,1.48276E+12,1848958500000000,1919039900000000,1.64674E+12,103.7903176,2.039348227,28675.03441,35756928.11,37112229.26,31846.21823,1.837150505,42719.00026,42727.95076,2.20896E+12,2.20942E+12,1919039900000010,1.49536E+12,1935715100000000,1.66105E+12,28918.69178,37434710.23,33790,43079.07879,43100,1.74719E+12,2.22758E+12,2.22862E+12,1935715100000010,34.29187689,6.58075E+14,5.64698E+11,34.78754647,34.48786947,6.67587E+14,5.7286E+11,1698258500000000,1756621300000000,1.50737E+12,1.66752E+13,14309085409,-5.2274E+12,-4485662125,868.570306,974.222562,0.745325195,1.50813E+14,1.62419E+14,1.39372E+11
Low & middle income,LMY,2012,,,2.26895E+13,,,2.5745E+13,,5.124746063,3852.235916,,,4370.990223,3.775197008,8455.880501,8552.777511,4.98048E+13,5.03755E+13,,2.23648E+13,,2.53369E+13,3797.098846,,4147.620711,8278.964082,8426.361793,2.44293E+13,4.87628E+13,4.9631E+13,,32.97802744,,8.72077E+12,32.7051623,33.94168336,,,,,,,,,,,,,,,
Mali,MLI,2015,591.2117,0,12723918827,4.43215E+12,7.74769E+12,13104764334,174.8064252,6.171800024,729.6338771,254155.1675,444279.5628,751.4728866,3.09991301,2139.736297,2032.655872,37314373426,35447022304,7.74769E+12,12440956545,7.57283E+12,12808995389,713.4078331,434252.3625,800,2091.013072,1990,13887598774,36464700220,34646998122,7.57283E+12,5.208675102,4.03552E+11,682584597,15.43159555,15.78792222,1.19559E+12,2022274230,3.98862E+12,7.17338E+12,12133345805,-1.74862E+11,-295768944.5,9.67386E+11,1636276748,218.5709686,214.0129395,0.369700005,4.43538E+11,5.74314E+11,971418529.1
Oman,OMN,2013,0.3845,-87980730.94,66963312700,25747393733,30204636855,78555622509,117.3114342,5.104799427,17786.66165,6838.971403,8022.895437,20865.78787,-2.342924362,32189.32529,42078.86089,1.21187E+11,1.58419E+11,30204636855,63791181542,28960639294,75320258241,16944.08649,7692.467284,20310,30523.02058,40350,76456274077,1.14913E+11,1.51894E+11,28960639294,48.72713326,14717853650,38277902861,33.01879489,34.43710958,9973207089,25938119868,,31619907686,82236430914,-1243997561,-3235364268,-3583735237,-9320507770,0.190663323,0.208521768,0.495873401,-932214270.6,-1415270832,-3680808404
Slovak Republic,SVK,2019,0.893276257,0,1.14558E+11,89151177000,93900450000,1.05119E+11,105.3272129,2.511588141,21003.78537,16345.57649,17216.34015,19273.25395,2.37295501,31871.33492,32557.19078,1.73831E+11,1.77572E+11,93900450000,,92242826000,1.03263E+11,,16912.42022,19200,,31980,1.04703E+11,,1.74437E+11,92242826000,23.67143288,22227582000,24883211464,20.9779613,21.35493991,19698400061,22051856752,79517429000,83985543000,94019674581,,,-426348000,-477285718.3,0.528803,0.635303,0.591981479,9613435000,9879379000,11059712963
Colombia,COL,2011,1848.1395,0,3.06473E+11,6.84628E+14,6.19023E+14,3.34944E+11,90.41742377,6.947891982,6711.668052,14993140.91,13556411.75,7335.166934,5.917244264,12480.54655,11604.10228,5.69896E+11,5.29875E+11,6.19023E+14,2.93089E+11,5.92552E+14,3.20621E+11,6418.549348,12976705.06,6310,11930.28127,11110,2.88299E+11,5.44769E+11,5.07216E+11,5.92552E+14,22.07817803,1.36669E+14,73949504353,19.30995523,20.1725864,1.19533E+14,64677511729,6.20652E+14,5.62283E+14,3.04243E+11,-2.6471E+13,-14323052995,8.935E+12,4834591761,1168.243042,1210.993164,0.632118432,6.4001E+13,5.674E+13,30701145666
Ecuador,ECU,2010,1,0,69555367000,56481055000,69555367000,69555367000,123.148137,3.525298669,4633.591284,3762.615819,4633.591284,4633.591284,1.892865177,10340.9703,9090.31005,1.55229E+11,1.36456E+11,69555367000,68518395400,68518395400,68518395400,4564.511028,4564.511028,4390,10186.81334,8950,65932608293,1.52915E+11,1.34421E+11,68518395400,23.52398629,16362195000,16362195000,25.60006307,25.98749973,17806217822,17806217822,54270694000,66499460000,66499460000,-1036971600,-1036971600,2480994400,2480994400,0.50972863,0.540846647,0.50972863,2210361000,3055907000,3055907000
Gabon,GAB,2018,555.4465,-2800957119,19182154180,5.53092E+12,9.3661E+12,16862282414,169.3406718,0.842950946,9051.281301,2609816.665,4419481.072,7956.627816,-1.748600239,14744.43433,15098.44541,31247511058,31997757897,9.3661E+12,18465171907,8.75104E+12,15754972352,8712.966419,4129263.192,6830,13723.68652,14110,14482367969,29084265749,29896533496,8.75104E+12,50.80508023,4.75845E+12,8566896110,,,,,5.01344E+12,8.80214E+12,15846959922,-6.15051E+11,-1107310062,,,292.7110012,326.3461984,0.526983249,5.17503E+11,5.66758E+11,1020365204
Guinea,GIN,2014,7014.1188,60172.40625,8263299260,4.73162E+13,6.15733E+13,8778473615,130.1313441,3.696541843,741.0386056,4243239.67,5521784.815,787.2385644,1.295929288,2061.694917,1804.543283,22989898168,20122408008,6.15733E+13,7989218858,5.95803E+13,8494333615,716.4595419,5343056.712,740,1993.622758,1750,8305213022,22230827562,19471089653,5.95803E+13,-0.578366429,-3.56119E+11,-50771744.38,-3.612141722,-3.732969793,-2.22411E+12,-317090907.9,4.40576E+13,5.57677E+13,7950783961,-1.99299E+12,-284139999.1,-74770506100,-10659999.96,3059.934814,3048.52832,0.436253634,3.32405E+12,5.80551E+12,827689653.8
Iraq,IRQ,2020,1192,,1.98178E+11,1.89838E+14,1.99332E+14,1.67224E+11,105.0010911,-10.36509018,4927.048308,4719685.733,4955721.518,4157.484495,-12.39905204,9255.256903,9763.509991,3.7227E+11,3.92713E+11,1.99332E+14,,1.97174E+14,1.65414E+11,,4902074.392,4660,,9660,1.87367E+11,,3.88462E+11,1.97174E+14,,,,,,,,1.89838E+14,1.99332E+14,1.67224E+11,-2.15782E+12,-1810253076,-3.58246E+11,-300542016.2,507.5758126,,0.425818635,,,
Least developed countries: UN classification,LDC,2011,,,7.19123E+11,,,7.76317E+11,,4.000402146,839.6347971,,,906.4127026,1.589237126,2413.904536,2224.718173,2.06744E+12,1.90541E+12,,7.18284E+11,,7.61815E+11,838.6552233,,833.3754112,2404.576902,2204.51153,7.13762E+11,2.05945E+12,1.8881E+12,,23.51310202,,1.82272E+11,29.93790795,28.4340107,,,,,7.39659E+11,,,,,,,,,,
Low income,LIC,2016,,,4.781E+11,,,4.70823E+11,,3.639410734,797.7774329,,,785.6338741,1.009844105,,2248.777075,,1.34767E+12,,5.01299E+11,,4.63613E+11,836.4874255,,804.0332327,,2211.982969,4.81849E+11,,1.32562E+12,,,,,,16.34591937,,,,,4.32383E+11,,,,,,,,,,
Peru,PER,2010,2.8251,0,1.47529E+11,3.82081E+11,4.16784E+11,1.47529E+11,109.0826291,8.332459107,5082.353706,13162.64338,14358.15746,5082.353706,7.455366293,10066.46757,9730.421104,2.92206E+11,2.82452E+11,4.16784E+11,1.36693E+11,3.86171E+11,1.36693E+11,4709.052202,13303.54338,4410,9317.266284,9020,1.27971E+11,2.70459E+11,2.61705E+11,3.86171E+11,27.74002841,1.15616E+11,40924569042,22.44612522,24.22550076,93551858535,33114529940,3.47414E+11,3.81539E+11,1.35053E+11,-30613000000,-10836076599,9530000000,3373331917,1.475594664,1.575931476,0.522315905,34667000000,35245000000,12475664578
Peru,PER,2017,3.2605,0,1.98548E+11,5.14215E+11,6.87989E+11,2.11007E+11,133.7940356,2.518835442,6314.291036,16353.20285,21879.61004,6710.507602,0.829126309,12506.52938,12506.52938,3.93259E+11,3.93259E+11,6.87989E+11,1.89613E+11,6.56336E+11,2.01299E+11,6030.128073,20872.97287,6060,11931.12893,11930,1.90677E+11,3.75166E+11,3.75166E+11,6.56336E+11,22.63800729,1.55747E+11,47767827020,19.73813794,20.69004562,1.35796E+11,41648893677,4.67759E+11,6.32991E+11,1.94139E+11,-31653000000,-9708020242,14491000000,4444410367,1.749454975,1.893582702,0.536560336,46456000000,54998000000,16867965036
Puerto Rico,PRI,2011,1,1969400000,98028592583,10589200000,1.00352E+11,1.00352E+11,947.6797114,-0.358510628,26647.38627,2878.491828,27278.88305,27278.88305,0.80057306,33224.56552,31824.15484,1.22224E+11,1.17073E+11,1.00352E+11,63414829681,65720700000,65720700000,17238.23037,17865.04154,17670,21820.62088,20840,65001694660,80272216291,76671237934,65720700000,31.57923583,31690300000,31690300000,,,,,,99792900000,99792900000,-34631000000,-34631000000,,,0.857175412,0.962436347,0.857175412,,,
Puerto Rico,PRI,2016,1,-2097400000,94371914641,10194200000,1.04337E+11,1.04337E+11,1023.490808,-1.263002925,27702.08422,2992.42193,30627.1634,30627.1634,0.666133348,34539.58684,34346.86733,1.17665E+11,1.17009E+11,1.04337E+11,62885452569,69985200000,69985200000,18459.4973,20543.56862,19710,23366.53377,23040,67145380097,79602116344,78484982369,69985200000,33.30908491,34753600000,34753600000,,,,,,1.04655E+11,1.04655E+11,-34351500000,-34351500000,,,0.891701799,0.970065997,0.891701799,,,
Romania,ROU,2013,3.3279,0,1.79459E+11,3.55888E+11,6.34968E+11,1.90801E+11,178.4180736,3.770962304,8980.284574,17808.90049,31774.29717,9547.852151,4.157004108,22197.03833,19781.97957,4.43579E+11,3.95317E+11,6.34968E+11,1.76776E+11,6.25697E+11,1.88015E+11,8845.995682,31310.36581,9320,21879.0106,19490,1.86233E+11,4.37223E+11,3.89545E+11,6.25697E+11,24.56390702,1.55973E+11,46868265272,24.53222131,24.89571968,1.55772E+11,46807808513,3.16853E+11,5.60023E+11,1.68281E+11,-9271062000,-2785859551,8997084000,2703531957,1.606224345,1.883969727,0.48265403,39371400000,74944700000,22520117792
Upper middle income,UMC,2013,,,1.74998E+13,,,2.05445E+13,,5.253414875,7296.931184,,,8566.499744,4.475546125,14170.30304,14378.17826,3.39838E+13,3.44823E+13,,1.72334E+13,,2.01586E+13,7185.872897,,8327.563851,13795.57265,14100.66471,1.99715E+13,3.30851E+13,3.38168E+13,,33.8589202,,7.25083E+12,32.460055,34.51323307,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,2017,2.7,,739234446.8,1777980000,2138880000,792177777.8,120.2983161,1.000357879,6730.960309,16189.0627,19475.16981,7213.025857,0.6702072,12245.12634,12245.12634,1344833245,1344833245,2138880000,,2129034400,788531259.3,,19385.52255,6990,12188.7601,12190,767689263.6,1338642767,1338642767,2129034400,,,,,,,,1481320000,1782000000,660000000,-9845600,-3646518.519,109048900,40388481.48,1.590442538,1.806828499,0.589052792,296660000,357980000,132585185.2
Vietnam,VNM,2015,21697.5675,-1.15839E+14,1.54509E+11,2875856000000000,4192862000000000,1.93241E+11,145.7952693,6.679288789,1667.171783,31030929.52,45241627.27,2085.101349,5.570525948,6438.259854,6102.636869,5.96679E+11,5.65575E+11,4192861999999990,1.46352E+11,3977609000000000,1.83321E+11,1579.158191,42919014.22,1970,6130.005179,5790,1.82493E+11,5.68111E+11,5.36539E+11,3977608999999990,25.70504348,1077777000000000,49672711008,24.45292628,25.77622521,1025277453817500,47253105852,2546183000000000,3772552000000000,1.7387E+11,-2.15253E+14,-9920605155,1.81687E+14,8373611466,7413.455566,7789.197266,0.341672197,3.29673E+14,4.2031E+14,19371295884
